;artist;border_color;collector_number;color_identity;colors;flavor_text;image_uris;mana_cost;legalities;name;oracle_text;rarity;type_line;set;set_name;power;toughness
0;Karl Kopinski;black;161;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/m11/161.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/161.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/161.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/161.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/161.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/161.jpg?1517813031'};{3}{G}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Acidic Slime;"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.";uncommon;Creature — Ooze;m11;Magic 2011;2;2
1;Eric Deschamps;black;121;['R'];['R'];"""Rage courses in every heart, yearning to betray its rational prison."" —Sarkhan Vol";{'small': 'https://img.scryfall.com/cards/small/en/m11/121.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/121.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/121.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/121.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/121.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/121.jpg?1517813031'};{2}{R};{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'};Act of Treason;Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.);common;Sorcery;m11;Magic 2011;;
2;Eric Deschamps;black;41;['U'];['U'];Some mages do their best work in solitude. Others do their best work creating it.;{'small': 'https://img.scryfall.com/cards/small/en/m11/41.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/41.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/41.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/41.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/41.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/41.jpg?1517813031'};{1}{U}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Aether Adept;When Aether Adept enters the battlefield, return target creature to its owner's hand.;common;Creature — Human Wizard;m11;Magic 2011;2;2
3;Lars Grant-West;black;42;['U'];['U'];"""Wind is forceful, yet ephemeral. It can knock a dragon out of the sky, yet pass through the smallest crack unhindered."" —Jestus Dreya, Of Elements and Eternity";{'small': 'https://img.scryfall.com/cards/small/en/m11/42.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/42.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/42.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/42.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/42.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/42.jpg?1517813031'};{4}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Air Servant;"Flying
{2}{U}: Tap target creature with flying.";uncommon;Creature — Elemental;m11;Magic 2011;4;3
4;Aleksi Briclot;black;1;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/m11/1.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/1.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/1.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/1.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/1.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/1.jpg?1517813031'};{2}{W}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ajani Goldmane;"+1: You gain 2 life.
−1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.
−6: Create a white Avatar creature token. It has ""This creature's power and toughness are each equal to your life total.""";mythic;Legendary Planeswalker — Ajani;m11;Magic 2011;;
5;James Paick;black;2;['W'];['W'];"""He hasn't returned to the Cloud Forest. But I can still sense his calming presence."" —Zaliki of Naya";{'small': 'https://img.scryfall.com/cards/small/en/m11/2.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/2.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/2.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/2.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/2.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/2.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ajani's Mantra;At the beginning of your upkeep, you may gain 1 life.;common;Enchantment;m11;Magic 2011;;
6;Svetlin Velinov;black;3;['W'];['W'];"""When one of us prospers, the pride prospers."" —Jazal Goldmane";{'small': 'https://img.scryfall.com/cards/small/en/m11/3.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/3.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/3.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/3.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/3.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/3.jpg?1517813031'};{1}{W};{'standard': 'legal', 'future': 'legal', 'frontier': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'legal'};Ajani's Pridemate;Whenever you gain life, you may put a +1/+1 counter on Ajani's Pridemate.;uncommon;Creature — Cat Soldier;m11;Magic 2011;2;2
7;Chippy;black;43;['U'];['U'];"""The ground polluted floats with human gore, And human carnage taints the dreadful shore Fly swift the dangerous coast: let every ear Be stopp'd against the song! 'tis death to hear!"" —Homer, The Odyssey, trans. Pope";{'small': 'https://img.scryfall.com/cards/small/en/m11/43.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/43.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/43.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/43.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/43.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/43.jpg?1517813031'};{1}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Alluring Siren;{T}: Target creature an opponent controls attacks you this turn if able.;uncommon;Creature — Siren;m11;Magic 2011;1;1
8;Jason Chan;black;122;['R'];['R'];When a dragon attacks, there are no bystanders.;{'small': 'https://img.scryfall.com/cards/small/en/m11/122.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/122.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/122.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/122.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/122.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/122.jpg?1517813031'};{4}{R}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Ancient Hellkite;"Flying
{R}: Ancient Hellkite deals 1 damage to target creature defending player controls. Activate this ability only if Ancient Hellkite is attacking.";rare;Creature — Dragon;m11;Magic 2011;6;6
9;Steve Argyle;black;4;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/m11/4.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/m11/4.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/m11/4.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/m11/4.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/m11/4.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/m11/4.jpg?1517813031'};{5}{W}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Angelic Arbiter;"Flying
Each opponent who cast a spell this turn can't attack with creatures.
Each opponent who attacked with a creature this turn can't cast spells.";rare;Creature — Angel;m11;Magic 2011;5;6
